Titulo,Subtitulo,Noticia,Categoria,Data,Autor,URL,Classe
Cinnara Leal celebra alta após covid-19: 'Experiência assustadora'  ,,cinnara leal celebrar rede social o vitória o covid-19 passar dia internar casar saudar josé rir janeiro o atriz alto hospitalar e descrever o experiência assustador o artista pneumonia razão doença publicar imagem si hospital segurar placar ler vencer o covid-19 medo o experiência assustador ficar hospital entrar emergência e voltar casar forçar andar falar e ficar olho aberto internar entrevisto coluna patrício kogut jornal o globo o irmão o doença e ficar pessoa vidar doença devorar vencer o covid o corpo fraco fumar e praticar atividade físico pulmão comprometer extremo urgência conscientizar pessoa,saúde,08/08/2020 14h51 ,08/08/2020 14h51 ,https://tvefamosos.uol.com.br/noticias/redacao/2020/08/08/cinnara-leal-celebra-alta-apos-covid-19-experiencia-assustadora.htm,1
"

Pessoas que usam maconha estão imunes ao novo coronavírus (Covid-19) #boato 
","Boato – Estudo realizado nos EUA confirma que pessoas que usam maconha estão imunes ao novo coronavírus (Covid-19). Os usuários apresentaram maior resistência ao vírus, além de melhora do humor durante o período de quarentena.",coronavírus estudar realizar unir pesquisador afirmar “ pessoa maconha imune o o covid-19 ” fumante nicotino apresentar piorar resultar esperar o surpreso aparecer fumar o maconha demonstrar resistência o vírus covid-19 melhorar humor durante o período quarentenar,saúde,21/03/2020,"
Raiane Gonoli ",https://www.boatos.org/saude/pessoas-usam-maconha-imunes-novo-coronavirus.html,0
"É muito prematuro pensar em voltar a treinar e jogar, afirma Parreira  ",,técnico tetracampeonato mundial seleção brasileiro carlos alberto parreira acreditar o bolar voltar o rolar brasil convidar jogar aberto d quinta-feira o ex-treinador acreditar o discussão retornar treinamento e campeonato prematuro o país alcançar o picar epidemiar coronavírus evidente o gente sentir danar e principalmente futebol e o vidar danar o gente acompanhar o acontecer brasil chegar picar morte pessoa infectar achar prematuro o gente pensar voltar o treinar e jogar o segurança o importância vidar pessoa ligar o gente aguardar falar parreira voltar campeonato portão fechar o ex-técnico reprovar e futebol público achar tristeza dever acontecer completar,saúde,30/04/2020 13h05 ,30/04/2020 13h05 ,https://www.uol.com.br/esporte/futebol/ultimas-noticias/2020/04/30/coronavirus-parreira-futebol.htm,1
Ministério da Saúde anuncia apoio psicológico para servidores do SUS  ,,"o ministério saudar anunciar hoje lançar serviço psicológico o profissional único saudar sus atuando combater o o coronavírus o ministério o medir reconhecimento necessidade o profissional trabalhar intenso e risco contaminação o serviço disponibilizar teleconsulta médico enfermeiro fisioterapeuta fonoaudiólogos nutricionista biomédico e farmacêutico envolvido enfrentamento doença o canal telefônico serviço divulgar maio o teleconsulta feito videochamada o profissional cadastrar e escolher o horário atendimento o trabalhar tratar sintoma depressão ansiedade estresse e irritabilidade acordar o ministério r$ 2,3 milhão investir programar",saúde,22/04/2020 21h21 ,22/04/2020 21h21 ,https://noticias.uol.com.br/ultimas-noticias/agencia-brasil/2020/04/22/ministerio-da-saude-anuncia-apoio-psicologico-para-servidores-do-sus.htm,1
Veja o que é #FATO ou #FAKE nas declarações da médica Nise Yamaguchi na CPI da Covid,A oncologista e imunologista é considerada peça-chave para esclarecer a proposta discutida no Palácio do Planalto de mudar a bula da cloroquina.,o médico nise yamaguchi prestar depoimento n terça-feira 1º cpi covid senado o equipar fato fake checar principal declaração “encontro privar o presidente bolsonaro”,saúde, 01/06/2021," Por Roney Domingos, Gabriel Morais, Vinícius Cassela e Marcelo Gomes, G1, O Globo, TV Globo e GloboNews ",https://g1.globo.com/fato-ou-fake/noticia/2021/06/01/veja-o-que-e-fato-ou-fake-nas-declaracoes-da-medica-nise-yamaguchi-na-cpi-da-covid.ghtml,0
Veja o que é #FATO ou #FAKE nas declarações da médica Nise Yamaguchi na CPI da Covid,A oncologista e imunologista é considerada peça-chave para esclarecer a proposta discutida no Palácio do Planalto de mudar a bula da cloroquina.,o médico nise yamaguchi prestar depoimento n terça-feira 1º cpi covid senado o equipar fato fake checar principal declaração “o amapá nó índice mundo mortalidade ”,saúde, 01/06/2021," Por Roney Domingos, Gabriel Morais, Vinícius Cassela e Marcelo Gomes, G1, O Globo, TV Globo e GloboNews ",https://g1.globo.com/fato-ou-fake/noticia/2021/06/01/veja-o-que-e-fato-ou-fake-nas-declaracoes-da-medica-nise-yamaguchi-na-cpi-da-covid.ghtml,0
Veja o que é #FATO ou #FAKE nas declarações da médica Nise Yamaguchi na CPI da Covid,A oncologista e imunologista é considerada peça-chave para esclarecer a proposta discutida no Palácio do Planalto de mudar a bula da cloroquina.,o médico nise yamaguchi prestar depoimento n terça-feira 1º cpi covid senado o equipar fato fake checar principal declaração “existir pessoa vacinar principalmente vasculites – comer o casar umar síndrome raynaud”,saúde, 01/06/2021," Por Roney Domingos, Gabriel Morais, Vinícius Cassela e Marcelo Gomes, G1, O Globo, TV Globo e GloboNews ",https://g1.globo.com/fato-ou-fake/noticia/2021/06/01/veja-o-que-e-fato-ou-fake-nas-declaracoes-da-medica-nise-yamaguchi-na-cpi-da-covid.ghtml,0
Veja o que é #FATO ou #FAKE nas declarações da médica Nise Yamaguchi na CPI da Covid,A oncologista e imunologista é considerada peça-chave para esclarecer a proposta discutida no Palácio do Planalto de mudar a bula da cloroquina.,o médico nise yamaguchi prestar depoimento n terça-feira 1º cpi covid senado o equipar fato fake checar principal declaração “utilizar o hidroxicloroquina utilizar o prerrogativa nó o méxico”,saúde, 01/06/2021," Por Roney Domingos, Gabriel Morais, Vinícius Cassela e Marcelo Gomes, G1, O Globo, TV Globo e GloboNews ",https://g1.globo.com/fato-ou-fake/noticia/2021/06/01/veja-o-que-e-fato-ou-fake-nas-declaracoes-da-medica-nise-yamaguchi-na-cpi-da-covid.ghtml,0
Veja o que é #FATO ou #FAKE nas declarações da médica Nise Yamaguchi na CPI da Covid,A oncologista e imunologista é considerada peça-chave para esclarecer a proposta discutida no Palácio do Planalto de mudar a bula da cloroquina.,o médico nise yamaguchi prestar depoimento n terça-feira 1º cpi covid senado o equipar fato fake checar principal declaração “haver anúncio universidade europeu nó milhão morte abril ano passar”,saúde, 01/06/2021," Por Roney Domingos, Gabriel Morais, Vinícius Cassela e Marcelo Gomes, G1, O Globo, TV Globo e GloboNews ",https://g1.globo.com/fato-ou-fake/noticia/2021/06/01/veja-o-que-e-fato-ou-fake-nas-declaracoes-da-medica-nise-yamaguchi-na-cpi-da-covid.ghtml,0
Vendedora de 25 anos morre de covid 2 semanas após dar à luz um bebê em SP  ,,o vendedor andressa josefa santo morrer conhecer claro o filho recém-nascida ficar semana internar e intubada s pressa virtude complicação covid-19 internar leito uti santo sp andressa grávido apresentar sintoma covid-19 abril ficar isolamento domiciliar início tratamento internar semana comorbidade o quadrar saudar andressa agravar e o equipar médico optar s pressa o beber nascer dia maio gestação e levar rapidamente uti neonatal,saúde,22/05/2021 12h34 ,Naian Lopes,https://noticias.uol.com.br/saude/ultimas-noticias/redacao/2021/05/22/vendedora-de-25-anos-morre-de-covid-duas-semanas-apos-dar-luz-a-bebe-em-sp.htm,1
Rio registra 147 mortes por covid-19 em 24h; total de óbitos chega a 23.887  ,,o secretariar estadual saudar ses informar hoje morte covid-19 notificar horar o total óbito o início pandemia chegar o 23.887 o haver morte aguardar resultar exames.ao 391.350 pessoa teste positivo o covid-19 rir janeiro horar confirmar 1.457 casos.apenas capital 151.893 pessoa infectar,saúde,15/12/2020 18h16 ,Marcio Dolzan,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2020/12/15/rio-registra-147-mortes-por-covid-19-em-24h-total-de-obitos-chega-a-23887.htm,1
Dortmund liberará jogadores com medo de atuar por causa do novo coronavírus  ,,o borussia dortmund liberar jogador medo entrar campar campeonato alemão recear infectar o coronavírus confirmar hoje o diretor esportivo equipar michael zorc alguém dúvida medo avaliar o situação racionalmente e o deixar liberdade jogar garantir o dirigente zorc entanto deixar claro sentir equipar haver dúvida o retomar campeonato alemão n semana o borussia dortmund encarar o rival regional schalke estádio signal iduna park impressão feliz voltar o jogar futebol jogar o diretor-esportivo equipar aurinegra,saúde,15/05/2020 15h20 ,15/05/2020 15h20 ,https://www.uol.com.br/esporte/ultimas-noticias/efe/2020/05/15/dortmund-liberara-jogadores-com-medo-de-atuar-por-causa-do-novo-coronavirus.htm,1
RJ: deputado se desculpa após hostilizar professora que cobrava mais vacina  ,,o deputar estadual rosenverg rei mdb pedir desculpar hostilizar professorar protestar vacinar duque caxias rj longo filar e aglomeração visto cidade o retomar vacinação covid-19 vacinar incompetente o mãe câncer enfrentar filar e vacinar vacinar o professorar cíntia dia comitiva deputar chegar o o sair satanás responder o deputar procurar uol rei enviar noto desculpar ocorrer alegar vacinar entregue quantidade insuficiente,saúde,27/04/2021 10h45Atualizada em 27/04/2021 15h29 ,27/04/2021 10h45Atualizada em 27/04/2021 15h29 ,https://noticias.uol.com.br/saude/ultimas-noticias/redacao/2021/04/27/sai-satanas-diz-deputado-a-professora-que-cobrava-mais-vacina-no-rj.htm,1
"Covid-19: por que tomar vacina não é só 'problema meu', como diz Bolsonaro  ",,tomar vacinar e vidar riscar o problema o presidente jair bolsonaro terça-feira posturar frequentar brasileiro acordar o instituto datafolha pesquisar feito início dezembro vacinar agostar pesquisar o pretender tomar o vacinar o percentual cair,saúde,17/12/2020 08h00 ,Rafael Barifouse,https://noticias.uol.com.br/saude/ultimas-noticias/bbc/2020/12/17/covid-por-que-tomar-vacina-nao-e-so-problema-meu-como-diz-bolsonaro.htm,1
É #FAKE que pessoa fica com imunidade mais baixa após tomar vacina e tem risco aumentado de contrair Covid-19,Especialistas refutam alegação contida em texto viral no WhatsApp.,circular whatsapp mensagem afirmar o imunidade pessoa diminuir o vacinar o covid-19 aumentar o riscar contrair o doença o texto explicar gente infectar tomar o dosar professor faculdade ciência médico santo casar paulo o médico epidemiologista josé cássio moraes comissão epidemiologia associação brasileiro saudar coletiva abrasco refutar o alegação contido mensagem falso fake durante o produção anticorpo imunidade diminuir aumentar riscar infectar vacinar mundo servir reduzir o gravidade doença e eliminar o transmissão eficácia vacinar eficácia diferente afirmar,saúde, 28/04/2021," Por Paula Paiva Paulo e Roney Domingos, G1 ",https://g1.globo.com/fato-ou-fake/coronavirus/noticia/2021/04/28/e-fake-que-pessoa-fica-com-imunidade-mais-baixa-apos-tomar-vacina-e-tem-risco-aumentado-de-contrair-covid-19.ghtml,0
Coronavírus: MPs pedem suspensão de atividades não essenciais no DF  ,,o ministério público federal mpf o ministério público trabalhar mpt e o ministério público distrito federal e território mpdft acionaram conjuntamente o justiçar hoje suspender atividades considerar essencial df durante o pandemia coronavírus o ação o união apresentar mecanismo orientação acompanhamento e cooperação técnico e financeiro o distrito federal relacionar retirar medir distanciamento social durante o emergência saudar causar sars-cov-2 o pedir liminar estabelecer prazo dia o ação união casar descumprimento estipular o pagamento multar diário r$ procurador o retornar atividades essencial segurar e viável o df precisar provar o medir prejudicar o funcionamento saudar público d cobrar garantir atendimento médico e hospitalar paciente covid-19 e doença,saúde,28/04/2020 20h08 ,28/04/2020 20h08 ,https://noticias.uol.com.br/cotidiano/ultimas-noticias/2020/04/28/coronavirus-mps-pedem-suspendam-de-atividades-nao-essenciais-no-df.htm,1
"Doar faz bem ao próximo e a si mesmo: com o fim do ano, chega a hora de desapegar",,o espírito natal pairar ar gerar pessoa o desejar o o maneiro ajudar desapegar d o guardar presente recebido durante época ano o melhor horar separar doar abre-se espaçar o acabar chegar — social inspirar o clima o o redor o período natal trazer o espírito solidariedade afinal comemorar o nascimento jesus preocupar pobre — o psicólogo danielle pinheiro o o gerar sensação prazer semelhante sentir receber o atitude solidariedade acordar danielle o cérebro produzir neurotransmissor chamar dopamina o ativa o recompensar d passar frente encaixar vidar gerar movimentar transformação — pessoa aproveitar época reformar o intuito mudar o agradar mobilidade gerar reorganização interno provocar reflexão o ano passar e plano o ciclo — o atar desapegar importante concretamente o mobilização diferente acontecer vidar cultivar valorar humanitário solidariedade empatia e fraternidade sentimento essencial o convivência sociedade — kelly silvar zioli psicólogo redar hospital camilo paulo o época servir aprendizado adulto criança — ensinar filho o doar fundamental criar o habilidade social empatia o desenvolvimento valorar contribuir o sociedade comprometido o — afirmar o psicólogo luciana almeida,ciência, Publicado em  28/12/19 05:00 ,Evelin Azevedo,https://extra.globo.com/noticias/saude-e-ciencia/doar-faz-bem-ao-proximo-a-si-mesmo-com-fim-do-ano-chega-hora-de-desapegar-24162280.html,1
MSC Cruzeiros estende paralisação das operações de frota até o fim de maio  ,,o msc cruzeiro decidir estender o suspensão embarque frota maio atuais circunstância o mundo enfrentar decorrência emergência saudar global causar covid-19 o companhia haver anunciar anteriormente o paralisação temporário navio o mundo abril governo o mundo reforçar medir saudar e segurança o proteger população locar e conter o disseminação vírus o decisão visar refletir e apoiar o eficácia esforço o anúncio o companhia fornecer o agente viagem e hóspede reservar viagem afetadas o possibilidade reagendar reservar cruzeiro o controlo pandemia medir oferecido companhia d o oportunidade reaver o total pagar féria cancelar crédito adicional benefício cruzeiro futurar o o,saúde,30/03/2020 14h52 ,30/03/2020 14h52 ,https://www.uol.com.br/nossa/noticias/redacao/2020/03/30/msc-cruzeiros-estende-paralisacao-das-operacoes-de-frota-ate-o-fim-de-maio.htm,1
Prejuízo com doenças do cigarro deve crescer no Brasil com pandemia  ,,o tabagismo considerar oms organização mundial saudar epidemiar mundial matar milhão pessoa ano hoje o brasil celebrar marcar lutar antitabagista o dia nacional combater o o fumar pensar reforçar ações sensibilização dano causar cigarrar haver o comemorar o estudar intitular carga doença tabaco relacionar o brasil mapeou referente o doença causar tabagismo câncer avc e pneumonia atualizada o pesquisar o sus único saudar gastar r$ bilião enfermidade associar o o fumar haver r$ bilião sair cofre público custo indiretos o perda produtividade trabalhar morte incapacidade e impactar inss instituto nacional seguridade social,saúde,29/08/2020 04h00 ,Mylena Melo e Nathália Iwasawa,https://noticias.uol.com.br/saude/ultimas-noticias/redacao/2020/08/29/cigarro-imposto-pandemia.htm,1
"Sem aviões pela pandemia, pátio de aeroporto vira um grande cinema drive-in  ",,o cancelamento voo causar pandemia covid-19 o aeroporto vilnius capital lituânia transformar cinema drive-in estacionamento avião abrir espaçar carro e telão o criação cinema drive-in aeroporto o alternativo encontrar evitar o cancelamento festival internacional cinema vilnius sala cinema cidade fechar dever o o coronavírus e o aeroporto vaziar cancelamento voo organizador virar o oportunidade manter o festival pandemia o festival internacional cinema vilnius e o lithuanian airports unir criar o cinema drive-in mundo montar pistar aeroporto o aerocinema facilitar o cumprimentar regrar distanciamento social e o tela báltico prédio andar haver ruim n drive-in o projeto chamar aerocinema the journey begins aerocinema o jornada comedir o exibição filmar parasito vencedor oscar d ano o cinema drive-in funcionar durante o maio,saúde,08/05/2020 04h00 ,Vinícius Casagrande,https://economia.uol.com.br/todos-a-bordo/2020/05/08/aeroporto-cinema-drive-in.htm,1
"Construído em 10 dias, hospital recebe primeiros pacientes com coronavírus na China; veja VÍDEO da construção",Canteiro de obras em Wuhan foi ocupado por cem tratores e 4 mil trabalhadores que se revezaram em três turnos de trabalho.,paciente o coronavírus chegar n segunda-feira o o hospital construir dia wuhan cidade chinês começar o epidemiar chamar huoshenshan o hospital possuir 1.000 leito acima o vídeo construção o situação vírus o manhã d segunda-feira o mídia estatal informar paciente chegar s 10h horário o o hospital divulgar identidade o saudar paciente acordar o agência associated press o estruturar metro quadrar começar o construir dia janeiro o canteiro obrar ocupar cem tratores e trabalhador revezar turno trabalhar acordar o agência xinhua,ciência, 03/02/2020 06h56 , Por G1 ,https://g1.globo.com/mundo/noticia/2020/02/03/construido-em-10-dias-hospital-recebe-seus-primeiros-pacientes-com-coronavirus-na-china.ghtml,1
